Var1,Var2
"ying,feng","迎风"
"ying,fou","应否"
"ying,fu","应付"
"ying,fu,yu,ru","应付裕如"
"ying,fu,zi,ru","应付自如"
"ying,gai","应该"
"ying,ge","鹦哥"
"ying,ge,er","影格儿"
"ying,ge,lan","英格兰"
"ying,ge,lv","鹦哥绿"
"ying,ge,yan,wu","莺歌燕舞"
"ying,gong","营工,硬功"
"ying,gong,fu","硬功夫"
"ying,gu,tou","硬骨头"
"ying,gu,yu","硬骨鱼"
"ying,guang","荧光"
"ying,guang,deng","荧光灯"
"ying,guang,fen","荧光粉"
"ying,guang,ping","荧光屏"
"ying,guo","英国"
"ying,hai","瀛海,婴孩"
"ying,han","硬汉"
"ying,han,zi","硬汉子"
"ying,hao","英豪"
"ying,he","迎合,应和,应合"
"ying,hou","影后,迎候"
"ying,hua","硬化,樱花,英华"
"ying,huai","萦怀"
"ying,huan","瀛寰"
"ying,hui","颖慧,萦回,潆洄"
"ying,hun","英魂"
"ying,huo","萤火,营火,荧惑"
"ying,huo,chong","萤火虫"
"ying,huo,hui","营火会"
"ying,ji","应急,影集,迎击,影迹"
"ying,ji,li,hai,xia","英吉利海峡"
"ying,jia","赢家"
"ying,jian","硬件,营建,硬茧"
"ying,jie","迎接,应届,应接,英杰,硬结,莹洁"
"ying,jie,bu,xia","应接不暇"
"ying,jie,sheng","应届生"
"ying,jing","应景"
"ying,jiu","营救"
"ying,ju","影剧"
"ying,ju,yuan","影剧院"
"ying,jue,jue","硬撅撅"
"ying,jun","英俊"
"ying,kao","应考"
"ying,ke","硬壳"
"ying,ke,xue","硬科学"
"ying,kou","营口"
"ying,kui","盈亏"
"ying,lai","迎来"
"ying,lang","硬朗"
"ying,lei","营垒"
"ying,li","盈利,赢利,营利,应力,英里"
"ying,lian,bang","英联邦"
"ying,liang","英两"
"ying,lie","英烈"
"ying,ling","英灵"
"ying,man","盈满"
"ying,mei","硬煤"
"ying,men","盈门,应门"
"ying,mi","影迷"
"ying,mian","迎面,硬面"
"ying,ming","英明,英名"
"ying,ming,er","应名儿"
"ying,mo","英模"
"ying,mu","荧幕,英亩,硬木,应募"
"ying,nian","英年"
"ying,nian,zao,shi","英年早逝"
"ying,nuo","应诺"
"ying,pai","蝇拍"
"ying,pan","硬盘"
"ying,peng,ying","硬碰硬"
"ying,pian","影片"
"ying,pian,er","影片儿"
"ying,pin","应聘,硬拼"
"ying,ping","荧屏,影评"
"ying,qi","英气,硬气,营旗"
"ying,qin","迎亲"
"ying,qu","迎娶,营区"
"ying,quan","鹰犬"
"ying,rao","萦绕"
"ying,ren,er,jie","迎刃而解"
"ying,ren,wu","硬任务"
"ying,ru,yan,lian","映入眼帘"
"ying,run","莹润"
"ying,shan,hong","映山红"
"ying,shang","硬伤"
"ying,she","映射,影射"
"ying,she,bei","硬设备"
"ying,sheng","应声,营生"
"ying,sheng,chong","应声虫"
"ying,shi","影视,应试,应是,硬是,应时,萤石,应市,硬实,英石"
"ying,shi,wen,hua","影视文化"
"ying,shou","应手,硬手"
"ying,shuai,er","蝇甩儿"
"ying,shui","硬水"
"ying,shuo","硬说"
"ying,si","营私"
"ying,si,wu,bi","营私舞弊"
"ying,song","迎送"
"ying,su","罂粟"
"ying,sun","鹰隼"
"ying,tan","影坛"
"ying,tang","硬糖"
"ying,tao","樱桃"
"ying,te,nai,xiong,na,er","英特耐雄纳尔"
"ying,ting","硬挺,英挺"
"ying,tong,huo","硬通货"
"ying,tou","迎头,蝇头"
"ying,tou,gan,shang","迎头赶上"
"ying,tou,tong,ji","迎头痛击"
"ying,tou,wei,li","蝇头微利"
"ying,tou,xiao,kai","蝇头小楷"
"ying,tou,xiao,li","蝇头小利"
"ying,wei","英伟"
"ying,wen","英文"
"ying,wo","硬卧"
"ying,wu","鹦鹉,英武,颖悟"
"ying,wu,xue,she","鹦鹉学舌"
"ying,xi","影戏,硬席"
"ying,xi,yuan","影戏院"
"ying,xian","应县,映现"
"ying,xiang","影响,影像,映像"
"ying,xiao","营销"
"ying,xin","迎新"
"ying,xing","影星,硬性"
"ying,xiong","英雄"
"ying,xiong,ben,se","英雄本色"
"ying,xiong,hao,han","英雄好汉"
"ying,xiong,hao,jie","英雄豪杰"
"ying,xiong,wu,yong,wu,zhi,di","英雄无用武之地"
"ying,xiong,zhu,yi","英雄主义"
"ying,xu","应许"
"ying,xuan,ren","应选人"
"ying,yan","应验"
"ying,yang","营养"
"ying,yang,bo","营养钵"
"ying,yang,pin","营养品"
"ying,yang,qi,guan","营养器官"
"ying,yang,su","营养素"
"ying,yang,xue","营养学"
"ying,yang,yan","营养盐"
"ying,yang,yuan,su","营养元素"
"ying,yao","应邀"
"ying,ye","营业,影业"
"ying,ye,e","营业额"
"ying,ye,shui","营业税"
"ying,ye,suo","营业所"
"ying,ye,yuan","营业员"
"ying,ye,zhi,zhao","营业执照"
"ying,yi","颖异"
"ying,ying","盈盈,嘤嘤,荧荧,莹莹"
"ying,ying,chuo,chuo","影影绰绰"
"ying,ying,gou,gou","蝇营狗苟"
"ying,yong","应用,英勇"
"ying,yong,cheng,xu","应用程序"
"ying,yong,ji,shu","应用技术"
"ying,yong,ke,xue","应用科学"
"ying,yong,si,ya","应用嘶哑"
"ying,yong,ti","应用题"
"ying,yong,wen","应用文"
"ying,yong,xing","应用性"
"ying,you","应有"
"ying,you,jin,you","应有尽有"
"ying,yu","英语,盈余,硬玉"
"ying,yuan","影院,营员"
"ying,yun","营运,应允,应运"
"ying,yun,er,sheng","应运而生"
"ying,zao","营造"
"ying,zao,chi","营造尺"
"ying,zhai","营寨"
"ying,zhan","迎战,影展,应战"
"ying,zhan,shu","应战书"
"ying,zhang","硬仗,营长,营帐"
"ying,zhao","映照,鹰爪,应招"
"ying,zhao,mao,er","鹰爪毛儿"
"ying,zhe,tou,pi","硬着头皮"
"ying,zhen","应诊"
"ying,zheng","应征"
"ying,zhi","英制"
"ying,zhi,ban","硬纸板"
"ying,zhi,biao","硬指标"
"ying,zhi,he,jin","硬质合金"
"ying,zhi,suan","硬脂酸"
"ying,zhi,ying,hui","应知应会"
"ying,zhuo,lu","硬着陆"
"ying,zi","影子,英姿,缨子,蝇子"
"ying,zi,bo,bo","英姿勃勃"
"ying,zi,huan,fa","英姿焕发"
"ying,zi,nei,ge","影子内阁"
"ying,zi,sa,shuang","英姿飒爽"
"ying,zong","影踪"
"ying,zuo","硬座"
"yo","哟,唷"
"yong","用,永,拥,勇,涌,庸,雍,佣,咏,泳,踊,蛹,恿,痈,臃"
"yong,bao","拥抱,永葆"
"yong,bi","壅蔽"
"yong,bie","永别"
"yong,bing","用兵"
"yong,bing,ru,shen","用兵如神"
"yong,bing,yi,shi","用兵一时"
"yong,bu","永不"
"yong,bu,zai","永不再"
"yong,bu,zai,chu,xian","永不再出现"
"yong,bu,zai,rang,ni","永不再让你"
"yong,bu,zhao","用不着"
"yong,cai","庸才"
"yong,cai,lin","用材林"
"yong,can","用餐"
"yong,cha","用茶"
"yong,chang","用场,咏唱"
"yong,chao","涌潮"
"yong,chu","用处,涌出"
"yong,chui,bu,xiu","永垂不朽"
"yong,ci","永磁"
"yong,cun","永存"
"yong,dai","拥戴"
"yong,dao","甬道,泳道"
"yong,de,zhao","用得着"
"yong,dian","用典"
"yong,ding,he","永定河"
"yong,dong","涌动"
"yong,dong,ji","永动机"
"yong,dou","勇斗"
"yong,fa","用法"
"yong,fan","用饭"
"yong,fei","用费"
"yong,fei,suo,chang","用非所长"
"yong,fei,suo,xue","用非所学"
"yong,feng","永丰"
"yong,fu","庸夫"
"yong,gan","勇敢"
"yong,gan,de","勇敢地"
"yong,gong","用工,用功,佣工"
"yong,gong,fu","用工夫"
"yong,guang","用光"
"yong,han","勇悍"
"yong,he,gong","雍和宫"
"yong,heng","永恒"
"yong,hu","用户,拥护"
"yong,hu,jie,mian","用户界面"
"yong,hu,ming","用户名"
"yong,huai","咏怀"
"yong,ji","拥挤,用计"
"yong,ji,bu,kan","拥挤不堪"
"yong,jia","永嘉"
"yong,jiang","勇将"
"yong,jin","佣金,用尽,涌进,用劲,拥进"
"yong,jiu","永久"
"yong,jiu,ci,tie","永久磁铁"
"yong,jiu,xing","永久性"
"yong,jiu,zhong,li,guo","永久中立国"
"yong,ju","用具,痈疽"
"yong,jue","永诀"
"yong,jun","拥军"
"yong,jun,you,shu","拥军优属"
"yong,lai","用来"
"yong,lan","慵懒"
"yong,lang","涌浪"
"yong,le","永乐"
"yong,li","用力,拥立,勇力,用例"
"yong,lian","泳联"
"yong,liang","用量"
"yong,liu","涌流"
"yong,lu","庸碌"
"yong,mei","咏梅"
"yong,meng","勇猛"
"yong,ming","用命"
"yong,nao","用脑"
"yong,nian","永年"
"yong,ning,si","永宁寺"
"yong,pin","用品"
"yong,qi","勇气"
"yong,qian","用钱,佣钱"
"yong,quan","涌泉"
"yong,ren","用人,佣人,庸人"
"yong,ren,zhi,chang","用人之长"
"yong,ren,zhi,dao","用人之道"
"yong,ren,zi,rao","庸人自扰"
"yong,rong","雍容"
"yong,rong,hua,gui","雍容华贵"
"yong,ru","涌入"
"yong,se","拥塞,壅塞"
"yong,shan","用膳"
"yong,she,xing,cang","用舍行藏"
"yong,sheng","永生"
"yong,sheng,yong,shi","永生永世"
"yong,shi","勇士,用事,永世,永逝"
"yong,shi,chang,cun","永世长存"
"yong,shui,liang","用水量"
"yong,su","庸俗"
"yong,su,hua","庸俗化"
"yong,sun,bu,ji","饔飧不继"
"yong,tan","咏叹,泳坛"
"yong,tan,diao","咏叹调"
"yong,tu","用途"
"yong,wang,zhi,qian","勇往直前"
"yong,wu","用武,勇武"
"yong,wu,zhi,di","用武之地"
"yong,wu,zhi,jing","永无止境"
"yong,xian","涌现"
"yong,xiang","用项"
"yong,xin","用心"
"yong,xin,liang,ku","用心良苦"
"yong,xin,si","用心思"
"yong,xin,xian,e","用心险恶"
"yong,xing","用刑"
"yong,yao","用药"
"yong,yi","用以,用意,庸医,勇毅"
"yong,yong","喁喁,庸庸"
"yong,yong,lu,lu","庸庸碌碌"
"yong,you","拥有"
"yong,yu","用于,勇于,用语"
"yong,yuan","永远"
"yong,yuan,xiang,wang,zhe","永远向往着"
"yong,yuan,xiong,yong","永远汹涌"
"yong,yue","踊跃"
"yong,zai","永在"
"yong,zheng","雍正"
"yong,zheng,ai,min","拥政爱民"
"yong,zhi,bu,jie","用之不竭"
"yong,zhi,bu,wang","永志不忘"
"yong,zhong","臃肿"
"yong,zhong,jiao,jiao","庸中佼佼"
"yong,zhu","永驻"
"yong,zhuang","泳装"
"yong,zuo","用作,用做"
"you","有,又,由,右,友,游,优,犹,油,尤,忧,幽,幼,酉,诱,邮,悠,佑,釉,铀"
"you,ai","友爱,有碍"
"you,an","幽暗"
"you,an,ke,ji","有案可稽"
"you,ban","游伴"
"you,ban,you,yan","有板有眼"
"you,bang","友邦"
"you,bao","邮包"
"you,bei,wu,huan","有备无患"
"you,bei,yu","有悖于"
"you,beng","油泵"
"you,bi","右臂,幽闭,诱逼"
"you,bi,zi,you,yan,er","有鼻子有眼儿"
"you,bian","邮编,右边,诱变"
"you,biao","游标"
"you,biao,ji,li","由表及里"
"you,biao,ka,chi","游标卡尺"
"you,bie","有别"
"you,bing","有病,油饼"
"you,bo,kai","有拨开"
"you,bu","诱捕,油布"
"you,bu,de","由不得"
"you,cai","油菜,油彩"
"you,cai,hua","油菜花"
"you,cai,zi","油菜子"
"you,cang","油藏"
"you,ce","右侧"
"you,ceng","油层"
"you,cha","油茶"
"you,cha,mian","油茶面"
"you,cha,mian,er","油茶面儿"
"you,chai","邮差"
"you,chan,jie,ji","有产阶级"
"you,chan,zhe","有产者"
"you,chang","有偿,悠长"
"you,chang,zhuan,rang","有偿转让"
"you,che","邮车"
"you,cheng","有成,游程"
"you,chong","幼虫"
"you,chong,deng","诱虫灯"
"you,chou","忧愁"
"you,chu","幼畜,幼雏"
"you,chu,ru","有出入"
"you,chuan","游船,油船,邮船"
"you,chun","游春"
"you,chuo","邮戳"
"you,ci","由此"
"you,ci,ji,bi","由此及彼"
"you,ci,ke,jian","由此可见"
"you,ci,ke,zhi","由此可知"
"you,cuo","有错"
"you,da","犹大,由打"
"you,dai","有待,优待,邮袋"
"you,dan,you,shi","有胆有识"
"you,dang","游荡,悠荡"
"you,dao","诱导"
"you,dao,shi","有道是"
"you,dao,xiao,ying","诱导效应"
"you,dao,xue,shuo","诱导学说"
"you,de","有的,有得"
"you,de,shi","有的是"
"you,de,you,shi","有得有失"
"you,deng","优等,油灯"
"you,di","邮递,有底,诱敌"
"you,di,fang,shi","有的放矢"
"you,di,shen,ru","诱敌深入"
"you,di,yuan","邮递员"
"you,di,zi","油底子"
"you,dian","有点,优点,邮电"
"you,dian,bu","邮电部"
"you,dian,er","有点儿"
"you,dian,ju","邮电局"
"you,dian,suo","邮电所"
"you,dong","游动"
"you,du","有毒"
"you,er","幼儿,诱饵,右耳"
"you,er,jiao,yu","幼儿教育"
"you,er,qi","幼儿期"
"you,er,shuo,er","有二说二"
"you,er,yuan","幼儿园"
"you,fa","诱发,邮发,油阀"
"you,fa,bi,yi","有法必依"
"you,fa,ke,yi","有法可依"
"you,fan","忧烦"
"you,fang","有方,右方,游方,油坊"
"you,fei","邮费"
"you,fen","忧愤,幽愤"
"you,fen,cun","有分寸"
"you,fu","优抚"
"you,fu,tong,xiang","有福同享"
"you,gan","有感"
"you,gan,lan","油橄榄"
"you,gang","油港"
"you,gao","油膏"
"you,ge","有个"
"you,gen,you,ju","有根有据"
"you,gong","有功,油工,诱供"
"you,gou","邮购,油垢"
"you,gu","幽谷"
"you,gu,zhong","幽谷中"
"you,guai","诱拐"
"you,guan","有关,油管,攸关,油罐"
"you,guan,che","油罐车"
"you,guan,dan,wei","有关单位"
"you,guan,fang,mian","有关方面"
"you,guan,jing,shen","有关精神"
"you,guang","油光,游逛"
"you,guang,zhi","有光纸"
"you,gui","有鬼"
"you,guo,you,min","忧国忧民"
"you,guo,zhi,er,wu,bu,ji","有过之而无不及"
"you,guo,zhi,wu,bu,ji","有过之无不及"
"you,hai","有害"
"you,hai,shang","有海上"
"you,hao","友好,油耗"
"you,hao,dai,biao,tuan","友好代表团"
"you,hao,zi","油耗子"
"you,he,bu,ke","有何不可"
"you,he,xi,bao","有核细胞"
"you,hei","黝黑,油黑"
"you,heng","有恒"
"you,hong,you,zhuan","又红又专"
"you,hou","优厚"
"you,hu","幼虎,悠忽"
"you,hu,hu","油乎乎"
"you,hu,lu","油葫芦"
"you,hua","优化,油画,油滑,油花"
"you,hua,zhi,wu","有花植物"
"you,hua,zu,he","优化组合"
"you,huan","忧患"
"you,huang","幽篁"
"you,hui","优惠,幽会,邮汇"
"you,hui,dai,yu","优惠待遇"
"you,hui,zi","有会子"
"you,hun","幽魂"
"you,huo","诱惑"
"you,ji","有机,邮寄,游记,游击,又及,幽寂,油鸡"
"you,ji,bo,li","有机玻璃"
"you,ji,dui","游击队"
"you,ji,fei,liao","有机肥料"
"you,ji,he,cheng","有机合成"
"you,ji,hua,he,wu","有机化合物"
"you,ji,hua,xue","有机化学"
"you,ji,ke,cheng","有机可乘"
"you,ji,qu","游击区"
"you,ji,ran,liao","有机染料"
"you,ji,suan","有机酸"
"you,ji,ti","有机体"
"you,ji,wu","有机物"
"you,ji,zhan","游击战"
"you,ji,zhi","有机质"
"you,jia,zheng,quan","有价证券"
"you,jian","邮件,有间,诱奸"
"you,jian,huo,liao","油煎火燎"
"you,jiang","有奖"
"you,jiang,xiao,shou","有奖销售"
"you,jiao","幼教"
"you,jiao,wu,lei","有教无类"
"you,jie","游街"
"you,jin","有劲,幽禁"
"you,jin,bu,zhi","有禁不止"
"you,jin,er","有劲儿"
"you,jin,you,tui","有进有退"
"you,jing","幽静,油井,幽径"
"you,jing,wu,xian","有惊无险"
"you,jing,you,xi","又惊又喜"
"you,jiu","悠久,有救,有旧"
"you,ju","邮局,幽居,忧惧"
"you,jun","友军"
"you,kan,tou","有看头"
"you,ke","游客"
"you,kong,chong","有孔虫"
"you,kong,er","有空儿"
"you,kou,jie,bei","有口皆碑"
"you,kou,nan,fen","有口难分"
"you,kou,nan,yan","有口难言"
"you,kou,wu,xin","有口无心"
"you,ku","油库"
"you,ku,you,nao","又哭又闹"
"you,kuang","油矿"
"you,kui","有愧"
"you,lai","由来,有赖"
"you,lai,yi,jiu","由来已久"
"you,lai,you,qu","游来游去"
"you,lai,you,wang","有来有往"
"you,lai,yu","有赖于"
"you,lan","游览"
"you,lan,che","游览车"
"you,lan,tu","游览图"
"you,lang","游廊"
"you,lao","有劳"
"you,le","游乐"
"you,le,chang","游乐场"
"you,lei","右肋"
"you,leng,you,jiao","有棱有角"
"you,li","有力,有利,有理,游离,游历,幽丽"
"you,li,fang,cheng","有理方程"
"you,li,ka","尤里卡"
"you,li,ke,tu","有利可图"
"you,li,shi","有理式"
"you,li,shu","有理数"
"you,li,you,ju","有理有据"
"you,li,yu","有利于"
"you,lian","有脸"
"you,liang","优良,油亮"
"you,liang,xia,zi","有两下子"
"you,liao","油料"
"you,liao,zuo,wu","油料作物"
"you,lie","优劣,游猎"
"you,lin","幼林,友邻"
"you,ling","幽灵,幼龄,优伶"
"you,lu","油路,邮路"
"you,lun","油轮,邮轮"
"you,lv","忧虑,油绿"
"you,mai","莜麦,油麦"
"you,mao,zhan","油毛毡"
"you,mei","优美,幽美"
"you,mei,mu","有眉目"
"you,mei,you","有没有"
"you,mei,you,ren","有没有人"
"you,men","油门,幽门,忧闷"
"you,men,er","有门儿"
"you,mi","邮迷"
"you,mian","右面"
"you,miao","幼苗"
"you,min","游民"
"you,min,wu,chan,zhe","游民无产者"
"you,ming","有名,幽冥"
"you,ming,wu,shi","有名无实"
"you,ming,you,shi","有名有实"
"you,mo","幽默,油墨"
"you,mo,gan","幽默感"
"you,mo,hua","幽默画"
"you,mu","游牧,柚木"
"you,mu,gong,du","有目共睹"
"you,mu,gong,shang","有目共赏"
"you,mu,ye,yan","油母页岩"
"you,nai,bian,shi,niang","有奶便是娘"
"you,nen","幼嫩"
"you,ni","油腻,油泥"
"you,ni,ni","油腻腻"
"you,nian","幼年,有年"
"you,nv","幼女"
"you,pan","有盼"
"you,peng","友朋"
"you,pi","幽僻"
"you,pian","诱骗"
"you,piao","邮票"
"you,pin","邮品"
"you,ping","油瓶"
"you,ping,you,ju","有凭有据"
"you,po","诱迫"
"you,pu,er","有谱儿"
"you,qi","尤其,油漆,油气,有气,游憩,忧戚"
"you,qi,gong","油漆工"
"you,qi,jiang","油漆匠"
"you,qi,se","有起色"
"you,qi,shi","尤其是"
"you,qi,tu,xing","有期徒刑"
"you,qi,wu,li","有气无力"
"you,qian","有钱"
"you,qian,ren","有钱人"
"you,qian,ru,shen","由浅入深"
"you,qiang,hua,diao","油腔滑调"
"you,qing","友情,有情,有请,右倾,幽情"
"you,qing,ji,hui,zhu,yi","右倾机会主义"
"you,qing,ren","有情人"
"you,qing,ren,zhong,cheng","有情人终成"
"you,qiu,bi,ying","有求必应"
"you,qu","有趣,油区,幽趣"
"you,quan","有权"
"you,que,dian","优缺点"
"you,ran","悠然,有染,油然"
"you,ran,er,sheng","油然而生"
"you,ran,zi,de","悠然自得"
"you,ren","有人,诱人,游人,友人"
"you,ren,jia","有人家"
"you,ren,you,yu","游刃有余"
"you,ri,zi","有日子"
"you,rou","优柔"
"you,rou,gua,duan","优柔寡断"
"you,ru","有如,犹如"
"you,run","油润"
"you,ruo","幼弱"
"you,se","有色,忧色"
"you,se,jin,shu","有色金属"
"you,se,ren,zhong","有色人种"
"you,se,yan,jing","有色眼镜"
"you,sha","诱杀"
"you,shan","友善"
"you,shan,guang,shui","游山逛水"
"you,shan,wan,shui","游山玩水"
"you,shang","忧伤,邮商"
"you,shen","有神,幽深,尤甚"
"you,shen,lun","有神论"
"you,shen,zi","有身子"
"you,sheng","有生,有声,优胜,优生"
"you,sheng,li,liang","有生力量"
"you,sheng,lie,bai","优胜劣败"
"you,sheng,lie,tai","优胜劣汰"
"you,sheng,xue","优生学"
"you,sheng,yi,lai","有生以来"
"you,sheng,you,se","有声有色"
"you,sheng,you,yu","优生优育"
"you,sheng,zhe","优胜者"
"you,sheng,zhi,nian","有生之年"
"you,shi","优势,又是,有时,有事,邮市,诱使,幼时,幼师,酉时"
"you,shi,hou","有时候"
"you,shi,hu,bu","优势互补"
"you,shi,wu,kong","有恃无恐"
"you,shi,wu,zhong","有始无终"
"you,shi,yi,lai","有史以来"
"you,shi,you,zhong","有始有终"
"you,shi,zhi,shi","有识之士"
"you,shi,zhong","优势种"
"you,shou","右手,右首,邮售"
"you,shou,hao,xian","游手好闲"
"you,shu","有数"
"you,shua","油刷"
"you,shui","游说,油水,游水"
"you,shuo,you,xiao","有说有笑"
"you,si","忧思,游丝,幽思"
"you,si,fen,lie","有丝分裂"
"you,song","油松"
"you,su","有素,油酥"
"you,sui","幽邃"
"you,sun,yu","有损于"
"you,suo","有所"
"you,suo,bu,tong","有所不同"
"you,suo,si","有所思"
"you,suo,zuo,wei","有所作为"
"you,tai","犹太"
"you,tai,jiao","犹太教"
"you,tai,ren","犹太人"
"you,ti","幼体"
"you,ti,lei","有蹄类"
"you,tian","油田"
"you,tian,mei,ri","有天没日"
"you,tian,shang","有天上"
"you,tiao","油条"
"you,tiao,bu,wen","有条不紊"
"you,tiao,you,li","有条有理"
"you,ting","游艇,邮亭"
"you,tong","幼童,邮筒,油桐"
"you,tou","由头"
"you,tou,fen,mian","油头粉面"
"you,tou,hua,nao","油头滑脑"
"you,tou,wu,wei","有头无尾"
"you,tou,you,lian","有头有脸"
"you,tou,you,wei","有头有尾"
"you,tui","右腿"
"you,wai,yu","有外遇"
"you,wan","游玩,幽婉"
"you,wang","有望"
"you,wang,wang","油汪汪"
"you,wei","尤为,有为,有味,幽微,右卫"
"you,wei,er","有味儿"
"you,wen,zhang","有文章"
"you,wu","油污,尤物,邮务"
"you,wu,you,yi,ji,ren,zhi,you","幼吾幼以及人之幼"
"you,xi","游戏,有喜,有戏,有隙"
"you,xi,ke,cheng","有隙可乘"
"you,xi,ting","游戏厅"
"you,xia","游侠"
"you,xian","有限,优先,有线,悠闲,右舷"
"you,xian,dian,bao","有线电报"
"you,xian,dian,hua","有线电话"
"you,xian,gong,si","有限公司"
"you,xian,gu","优先股"
"you,xian,guang,bo","有线广播"
"you,xian,ji","优先级"
"you,xian,quan","优先权"
"you,xian,shi","游仙诗"
"you,xian,xing","有限性"
"you,xian,zi,zai","悠闲自在"
"you,xiang","邮箱,油箱,幽香,诱降,游乡"
"you,xiao","有效,幼小"
"you,xiao,fen,nie","有效分蘖"
"you,xiao,gong,lv","有效功率"
"you,xiao,qi","有效期"
"you,xiao,she,cheng","有效射程"
"you,xiao,shu,zi","有效数字"
"you,xiao,xing","有效性"
"you,xiao,zhi","有效值"
"you,xie","有些,友协,诱胁"
"you,xie,ge","有些个"
"you,xin","有心,忧心"
"you,xin,chong,chong","忧心忡忡"
"you,xin,ren","有心人"
"you,xin,ru,fen","忧心如焚"
"you,xing","有幸,游行,有形,有性,油性,游兴"
"you,xing,sheng,zhi","有性生殖"
"you,xing,sun,hao","有形损耗"
"you,xing,za,jiao","有性杂交"
"you,xiu","优秀"
"you,xu","有序"
"you,xuan","优选"
"you,xuan,fa","优选法"
"you,xue","游学"
"you,xue,you,rou","有血有肉"
"you,ya","优雅,幽雅,油压,幼芽"
"you,ya,ji","油压机"
"you,yan","油烟,蚰蜒"
"you,yan,bu,shi,tai,shan","有眼不识泰山"
"you,yan,chai,mi","油盐柴米"
"you,yan,jiang,cu","油盐酱醋"
"you,yan,wu,zhu","有眼无珠"
"you,yan,zai,xian","有言在先"
"you,yang","悠扬"
"you,yao","又要"
"you,ye","幽咽,诱掖"
"you,ye,yan","油页岩"
"you,ye,zi","油椰子"
"you,yi","有意,友谊,有益,优异,右翼,游艺,游弋,游医"
"you,yi,chang","游艺场"
"you,yi,da","有一搭"
"you,yi,da,mei,yi,da","有一搭没一搭"
"you,yi,de,yi","有一得一"
"you,yi,dian,er","有一点儿"
"you,yi,ge","有一个"
"you,yi,ge,can,lan","有一个灿烂"
"you,yi,hui","游艺会"
"you,yi,ji","游艺机"
"you,yi,qian,ming","有一千名"
"you,yi,sai","友谊赛"
"you,yi,shang,dian","友谊商店"
"you,yi,shi","有意识,游艺室"
"you,yi,shuo,yi","有一说一"
"you,yi,si","有意思"
"you,yi,tao","有一套"
"you,yi,tian","有一天"
"you,yi,wu,yi","有意无意"
"you,yi,xie","有一些"
"you,yi,yu","有益于"
"you,yi,yuan,su","有益元素"
"you,yin","诱因,油印,诱引"
"you,yin,ji","油印机"
"you,yong","有用,游泳"
"you,yong,chi","游泳池"
"you,yong,gong","有用功"
"you,yong,guan","游泳馆"
"you,yong,wu,mou","有勇无谋"
"you,yong,you,mou","有勇有谋"
"you,you","悠悠,幽幽,优游,呦呦"
"you,you,dang,dang","悠悠荡荡"
"you,you,hu,hu","悠悠忽忽"
"you,you,ran","悠悠然"
"you,you,wan,shi","悠悠万事"
"you,you,yu,yu","犹犹豫豫"
"you,yu","由于,忧郁,犹豫,优于,有余,鱿鱼,优裕,优育"
"you,yu,bu,jue","犹豫不决"
"you,yu,bu,qian","犹豫不前"
"you,yu,de","忧郁的"
"you,yu,ke,shu","游鱼可数"
"you,yu,zheng","忧郁症"
"you,yuan","有缘,游园,悠远,幽怨,幽远"
"you,yuan,hui","游园会"
"you,yue","优越"
"you,yue,gan","优越感"
"you,yue,xing","优越性"
"you,yun","有孕"
"you,zai,you,zai","悠哉游哉,优哉游哉"
"you,ze,gai,zhi","有则改之"
"you,zeng,wu,jian","有增无减"
"you,zha","油炸,油渣"
"you,zha,gui","油炸鬼"
"you,zhan","邮展,油毡"
"you,zhang,ke,xun","有章可循"
"you,zhao,yi,ri","有朝一日"
"you,zhe","有着,悠着,游者"
"you,zheng","邮政"
"you,zheng,bian,ma","邮政编码"
"you,zheng,che","邮政车"
"you,zheng,chu,xu","邮政储蓄"
"you,zheng,hui,yi","邮政会议"
"you,zheng,ju","邮政局"
"you,zhi","优质,油脂,幼稚,有致,油质,油纸,釉质,诱致"
"you,zhi,bing","幼稚病"
"you,zhi,chan,pin","优质产品"
"you,zhi,fu,wu","优质服务"
"you,zhi,gang","优质钢"
"you,zhi,hu","犹之乎"
"you,zhi,you,quan","有职有权"
"you,zhi,zhe,shi,jing,cheng","有志者事竟成"
"you,zhong","有种,由衷,优种"
"you,zhong,hua","优种化"
"you,zhong,zhi,yan","由衷之言"
"you,zhu","幼株"
"you,zhu,yu","有助于"
"you,zhuan","游转"
"you,zi","邮资,游子,游资,柚子,幼子,油渍,犹自,釉子,由子"
"you,zi,you,wei","有滋有味"
"you,zong","游踪,油棕"
"you,zou","游走"
"you,zui","有罪,油嘴"
"you,zui,hua,she","油嘴滑舌"
"you,zui,wu,xin","有嘴无心"
"yu","于,与,语,余,欲,玉,预,育,御,遇,雨,鱼,榆,域,予,宇,愈,狱,羽,豫,愚,裕,誉,渔,郁,虞,舆,寓,逾,愉,浴,喻,禹,娱,屿,俞,隅,迂,驭,淤,渝,盂,峪,芋"
"yu,an","预案"
"yu,ba","渔霸"
"yu,ba,bu,neng","欲罢不能"
"yu,bai","鱼白,窳败"
"yu,ban,xuan","玉版宣"
"yu,ban,zhi","玉版纸"
"yu,bang,xiang,zheng","鹬蚌相争"
"yu,bao","预报"
"yu,bei","预备"
"yu,bei,dang,yuan","预备党员"
"yu,bei,dui","预备队"
"yu,bei,qi","预备期"
"yu,bei,sheng","预备生"
"yu,bei,yi","预备役"
"yu,ben","愚笨"
"yu,bi","御笔"
"yu,biao","鱼鳔"
"yu,bing","语病"
"yu,bo","余波,玉帛"
"yu,bu","预卜,雨布"
